Marcas,Nombre,Precio normal,Descripción corta,Categorías,Valor(es) del atributo 5
Jordan,Air Jordan 5 Earth,,"Zapatilla Air Jordan 5 Earth DD9336-200 presentan cuero blanquecino en la parte superior, que contrasta con detalles en marrón oscuro en el forro de tela del cuello y los ojales de la parte superior.","Mujeres, Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Hombres > Zapatillas, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 5"
,Air Jordan 5 Earth,1250,,,
Nike,Nike Air Force 1 Low Year of the Snake,,Zapatilla Nike Air Force 1 Low Year of the Snake HV5979-130 presentan una parte superior de cuero de color vela con detalles en relieve en espiral en toda la capa del talón.,"Mujeres, Hombres, Hombres > Zapatillas > Nike, Mujeres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Mujeres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Low Year of the Snake,1099,,,
Nike,Nike Air Force 1 Kobe Bryant,,Zapatilla Nike Air Force 1 Kobe Bryant HV5122-001 se presentan en una edición especial de colores limitada a 8000 pares. Presentan el logotipo característico de Kobe en la funda y un estampado integral en relieve sobre la parte superior de cuero negro.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Kobe Bryant,2450,,,
Jordan,Air Jordan 5 Reimagined,,"Zapatilla Air Jordan 5 Reimagined HF3975-001 traen de vuelta una parte superior de nobuk negro con ojales de TPU moldeados, red en el panel de los cuartos y ribetes reflectantes. ","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Mujeres, Mujeres > Zapatillas > Nike, Novedades, Hombres > Zapatillas, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 5"
,Air Jordan 5 Reimagined,2599,,,
Nike,Nike Air Force 1 Virginia Union,,Zapatilla Nike Air Force 1 Virginia Union HQ7026-001 está inspirado en la mascota Panther de la escuela.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Virginia Union,1399,,,
Jordan,Air Jordan 3 Black Cat,,"Zapatilla Air Jordan 3 Black Cat CT8532-001 trae de vuelta una combinación de colores monocromática de la silueta heredada, llamada así por uno de los muchos apodos de Michael Jordan y lanzada originalmente en 2007.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 3"
,Air Jordan 3 Black Cat,1399,,,
Jordan,Air Jordan 1 x Travis Scott,,Zapatilla Air Jordan 1 x Travis Scott DM7866-202 presentan el Swoosh invertido característico de Scott en la parte superior de cuero abatanado negro y gamuza marrón.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 x Travis Scott,2280,,,
Jordan,Air Jordan 3 Valentines Day 2025,,"Zapatilla Air Jordan 3 Valentines Day 2025 HJ0178-600 también conocidas como 'Valentine's Day', presentan una parte superior de cuero abatanado con un acabado en Washed Coral y superposiciones de estampado de elefante tonales en el antepié y el talón.","Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 3"
,Air Jordan 3 Valentines Day 2025,1499,,,
Jordan,Air Jordan 1 Mid Black Metallic,,"Zapatilla Air Jordan 1 Mid Black Metallic HV5177-010 presenta una combinación de colores actualizada se inspira en las populares Air Jordan 5, combinando elementos de un clásico favorito con la versátil silueta Air Jordan 1 Mid.","Hombres, Zapatillas > Jordan, Novedades, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Mid Black Metallic,899,,,
Jordan,Air Jordan 1 High 85 Bred,,"Zapatilla Air Jordan 1 High 85 Bred HV6674-067 también conocidas como 'Banned', recupera la codiciada combinación de colores original en una versión remasterizada.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Mujeres, Mujeres > Zapatillas > Nike, Novedades, Hombres > Zapatillas, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 High 85 Bred,3260,,,
Nike,Nike Air Foamposite One Galaxy,,Zapatilla Nike Air Foamposite One Galaxy FQ4303-400 trae de vuelta una codiciada combinación de colores lanzada originalmente durante el fin de semana All-Star de la NBA en 2012.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",
,Nike Air Foamposite One Galaxy,2599,,,
Jordan,Air Jordan 4 Retro Oxidized Green,,Zapatilla Air Jordan 4 Retro Oxidized Green FQ8138-103 tienen una parte superior de cuero blanco nítido con una red en el panel lateral y ojales moldeados en gris.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Mujeres, Mujeres > Zapatillas > Nike, Novedades, Hombres > Zapatillas, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 4"
,Air Jordan 4 Retro Oxidized Green,1480,,,
Gucci,Gucci Printed cotton jersey hooded sweatshirt,,Gucci Printed cotton jersey hooded sweatshirt 788771 XJG59 4735 esta sudadera con capucha de corte regular está confeccionada en punto de algodón y presenta un estampado de tribanda Gucci.,"Hombres, Novedades, Ropa Streetwear > Poleras, Ropa Streetwear",
,Gucci Printed cotton jersey hooded sweatshirt - Blue,6799,,,
Gucci,Gucci Cotton jersey sweatshirt,,"Gucci Cotton jersey sweatshirt 784413 XJGM8 9875 inspirada en el espíritu veraniego y los clubes de playa de la costa italiana, esta prenda forma parte de Gucci Lido.","Hombres, Novedades, Ropa Streetwear > Poleras, Ropa Streetwear",
,Gucci Cotton jersey sweatshirt - White,6199,,,
Gucci,Gucci Nylon puffer jacket,,Gucci Nylon puffer jacket 794822 Z8BTA 4215 el logotipo de Gucci aparece en colores y combinaciones de tejidos inesperados en la colección Pre-Fall.,"Hombres, Ropa Streetwear > Casacas, Novedades, Ropa Streetwear",
,Gucci Nylon puffer jacket - Blue,18450,,,
Gucci,Gucci Embroidered cotton hooded sweatshirt,,Gucci Embroidered cotton hooded sweatshirt 814834 XJG3N 9692 los códigos de la Casa Gucci siguen evolucionando para la nueva temporada en sus prendas de punto.,"Hombres, Novedades, Ropa Streetwear > Poleras, Ropa Streetwear",
,Gucci Embroidered cotton hooded sweatshirt - White,7299,,,
Gucci,Gucci Jumbo GG canvas down jacket,,"Gucci Jumbo GG canvas down jacket 694161 Z8A53 4348 los logotipos, emblemas de la marca reconocibles al instante, enriquecen los diseños de formas nuevas e inesperadas.","Hombres, Ropa Streetwear > Casacas, Novedades, Ropa Streetwear",
,Gucci Jumbo GG canvas down jacket - Black,14799,,,
Jordan,Air Jordan 1 High Xuanwu Year of the Snake,,"Zapatilla Air Jordan 1 High Xuanwu Year of the Snake IB3165-091 celebran el Año Nuevo Lunar con un lanzamiento exclusivo en China. Limitadas a solo 3399 pares numerados individualmente e inspiradas en la mitología china, estas zapatillas de caña alta tienen una parte superior de cuero marfil con detalles de piel de serpiente en negro y bronce en la capa superpuesta del antepié, los ojales y la solapa del cuello, con un logotipo Wings moldeado en carey delineado en baño de oro.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Mujeres, Mujeres > Zapatillas > Nike, Novedades, Hombres > Zapatillas, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 High Xuanwu Year of the Snake,3540,,,
Swatch,Swatch x Omega MoonSwatch 1965,,"El reloj Swatch x Omega MoonSwatch 1965 presenta una caja, corona y pulsadores de Biocerámica gris, así como una correa de VELCRO® gris con costuras en gris claro en contraste y trabilla de Biocerámica.","Hombres, Hombres > Accesorios, Novedades, Relojes",
,Swatch x Omega MoonSwatch 1965 - Gray,2799,,,
Jordan,Air Jordan 12 Retro Flu Game,,Zapatilla Air Jordan 12 Retro Flu Game CT8013-002 trae de vuelta la zapatilla que Michael Jordan usó durante el Juego 5 de las Finales de la NBA de 1997.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 12"
,Air Jordan 12 Retro Flu Game,1820,,,
Jordan,Jordan 1 Retro High OG SP Union LA Chicago Shadow,,Zapatilla Jordan 1 Retro High OG SP Union LA Chicago Shadow HV8563-600 presenta un diseño híbrido que combina los lanzamientos originales de AJ1 de 1985.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Jordan 1 Retro High OG SP Union LA Chicago Shadow,3399,,,
Off-White,Off-White Out Of Office Suede,,"Off-White Out Of Office Suede OMIA189S25LEA0070510 un híbrido de estilos callejeros, de baloncesto y de running fuertemente influenciado por la subcultura de los años 90, estas zapatillas Out Of Office están confeccionadas con una parte superior de gamuza y poliéster reciclado y una suela de goma.","Hombres, Novedades, Hombres > Zapatillas > Off-White, Zapatillas > Off-White, Hombres > Zapatillas, Zapatillas",
,Off-White Out Of Office Suede,3266,,,
Jordan,Jordan 4 Retro Seafoam Sail,,"Zapatilla Jordan 4 Retro Seafoam Sail HV8563-600 lucen un tono verde pálido en la parte superior, confeccionadas en cuero suave con malla transpirable en los paneles laterales.","Mujeres, Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Hombres > Zapatillas, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 4"
,Jordan 4 Retro Seafoam Sail,1240,,,
Jordan,Jordan 9 Retro Cool Grey 2025,,"Zapatilla Jordan 9 Retro Cool Grey 2025 HV4794-011 reviven un diseño fiel al original de 2002, realzado por una parte superior de nobuk gris con una capa de charol tonal.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 9"
,Jordan 9 Retro Cool Grey 2025,1599,,,
Nike,Nike Air Force 1 Drake Nocta Pink Foam,,"Zapatilla Nike Air Force 1 Drake Nocta Pink Foam CZ8065-600 inundan la parte superior de cuero abatanado con un suave tono rosa, con detalles en tono cobalto en contraste en el Swoosh y la lengüeta trasera.","Mujeres, Mujeres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Drake Nocta Pink Foam,1230,,,
Nike,Nike Air Force 1 Low Valentines Day 2025,,Zapatilla Nike Air Force 1 Low Valentines Day 2025 HV5992-111 lucen una parte superior de cuero color vela con superposiciones de ante tonal en la puntera y el talón.,"Mujeres, Mujeres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Low Valentines Day 2025,999,,,
"Jordan, Nike Sb",Jordan 4 Retro Sb Navy,,Zapatilla Jordan 4 Retro Sb Navy DR5415-100 renuevan la cuarta zapatilla exclusiva de Michael Jordan para un look skater. Su silueta clásica luce una parte superior de cuero blanco con una capa de ante gris en el antepié y un panel de malla en los cuartos.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 4"
,Jordan 4 Retro Sb Navy,2760,,,
Jordan,Air Jordan 4 Nigel Brick by Brick,,"Zapatilla Air Jordan 4 Nigel Brick by Brick HF4340-800 presentan una parte superior de ante monocromática con acabado en naranja Firewood y detalles clásicos, como una malla en el panel lateral, ojales moldeados y alas de soporte de TPU.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 4"
,Air Jordan 4 Nigel Brick by Brick,2880,,,
Gucci,Gucci Ophidia medium backpack,,"Gucci Ophidia mini top handle bag ‎598140 HUHAT 8564 con una forma inspirada en las mochilas de senderismo, esta mochila mediana está confeccionada en lona GG Supreme con detalles de malla técnica.",Mochilas,
,Gucci Ophidia medium backpack - Beige,13399,,,
Louis Vuitton,Louis Vuitton Skate Sneaker,,"Zapatilla Louis Vuitton Skate Sneaker 1AH602 se renueva en piel de becerro granulada con detalles coloridos, a juego con la línea de artículos de piel y prêt-à-porter de la temporada.","Hombres, Hombres > Zapatillas > Louis Vuitton, Zapatillas > Louis Vuitton, Novedades, Hombres > Zapatillas, Zapatillas",
,Louis Vuitton Skate Sneaker,6999,,,
Bape,Bape Milo Face Full Zip Hoodie,,"Bape Milo Face Full Zip Hoodie 2K73-115-902 esta sudadera con capucha de Bape que combina una tela cálida, un atrevido bloqueo de color y costuras caídas en los hombros para un ajuste cómodo y relajado.","Hombres, Novedades, Ropa Streetwear > Poleras, Ropa Streetwear",
,Bape Milo Face Full Zip Hoodie - Green,2899,,,
Bape,Bape Neon Camo Shark Full Zip Hoodie,,"Bape Neon Camo Shark Full Zip Hoodie 1L30-115-009 esta sudadera con capucha de Bape que combina una tela cálida, un atrevido bloqueo de color y costuras caídas en los hombros para un ajuste cómodo y relajado.","Hombres, Novedades, Ropa Streetwear > Poleras, Ropa Streetwear",
,Bape Neon Camo Shark Full Zip Hoodie - Black,2580,,,
Jordan,Air Jordan 3 Sp Diffused Blue,,Zapatilla Air Jordan 3 Sp Diffused Blue HV8571-100 presentan una parte superior de cuero abatanado blanco con superposiciones de ante antracita en la puntera y el talón.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 3"
,Air Jordan 3 Sp Diffused Blue,2050,,,
Supreme,Supreme SS18 Shoulder Bag,,"Supreme SS18 Shoulder Bag  tradicionalmente uno de los artículos más populares de Supreme cada temporada, este bolso de hombro Supreme en negro no decepciona.",Mochilas,
,Supreme SS18 Shoulder Bag - Black,1050,,,
Bape,Bape x Sean Wotherspoon 4way Crewneck,,"Bape x Sean Wotherspoon 4way Crewneck 1K23-113-904 esta sudadera con capucha de Bape que combina una tela cálida, un atrevido bloqueo de color y costuras caídas en los hombros para un ajuste cómodo y relajado.","Hombres, Novedades, Ropa Streetwear > Poleras, Ropa Streetwear",
,Bape x Sean Wotherspoon 4way Crewneck - Blue,2290,,,
Ray-Ban,Ray-Ban Meta Skyler,,"Ray-Ban Meta Skyler las gafas inteligentes que están diseñadas para abrir nuevas posibilidades en tu forma de ver el mundo. Su montura ligera está integrada con tecnología wearable mejorada con IA, para que puedas escuchar, llamar, capturar y transmitir en vivo sin desconectarte de lo que sucede a tu alrededor.","Smart Glasses, Hombres, Hombres > Lentes, Mujeres > Accesorios > Lentes, Mujeres, Novedades, Hombres > Lentes > Ray-Ban, Tecnología > Ray-Ban Meta, Tecnología",
,Ray-Ban Meta Skyler - Black,1930,,,
,Ray-Ban Meta Skyler - Brown,1930,,,
,Ray-Ban Meta Skyler - Green,1930,,,
Nike,Nike Zoom Field Jaxx Travis Scott Light Chocolate,,Zapatilla Nike Zoom Field Jaxx Travis Scott Light Chocolate HQ3073-100 continúan el legado de La Flame como diseñadoras de zapatillas.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",
,Nike Zoom Field Jaxx Travis Scott Light Chocolate,1140,,,
Nike,Nike Zoom Field Jaxx Travis Scott Leche Blue,,Zapatilla Nike Zoom Field Jaxx Travis Scott Leche Blue HQ3072-400 lucen una parte superior de ante que combina una base azul pizarra con capas superpuestas en color caqui.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",
,Nike Zoom Field Jaxx Travis Scott Leche Blue,1140,,,
Nike,Air Jordan 1 Low OG Washed Teal,,Zapatilla Air Jordan 1 Low OG Washed Teal HQ8111-300 lucen una parte superior de ante en un tono turquesa descolorido.,"Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Low OG Washed Teal,1299,,,
Ray-Ban,Ray-Ban Meta Skyler Transitions,,Ray-Ban Meta Skyler Transitions las gafas inteligentes que están diseñadas para abrir nuevas posibilidades en tu forma de ver el mundo. Su Montura gris tiza brillante con lentes Transitions® de transparente a zafiro que se adaptan fácilmente de un interior completamente transparente a un exterior completamente oscuro* y ofrecen 100 % de protección UVA y UVB.,"Smart Glasses, Hombres, Hombres > Lentes, Mujeres > Accesorios > Lentes, Mujeres, Novedades, Hombres > Lentes > Ray-Ban, Tecnología > Ray-Ban Meta, Tecnología",
,Ray-Ban Meta Skyler Transitions - Gray,2199,,,
,Ray-Ban Meta Headliner (Gen 2) - Green,1930,,,
Nike,Nike Air Force 1 Low Lil Yachty Lucky Green,,"Zapatilla Nike Air Force 1 Low Lil Yachty Lucky Green IH4383-300 presenta una audaz paleta de colores en Verde Lucky, Rojo Místico y Dorado Universitario, inspirada en las que Yachty lució en Coachella 2023.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Low Lil Yachty Lucky Green,2699,,,
Nike,Nike Air Force 1 Dirty Triple White,,Zapatilla Nike Air Force 1 Dirty Triple White HJ9346-100 presentan una clásica combinación de blanco sobre blanco que da la impresión de haber sido usadas durante meses.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Dirty Triple White,1599,,,
"Nike, Supreme",Nike Air Force 1 Low Supreme Goodenough,,Zapatilla Nike Air Force 1 Low Supreme Goodenough IM3483-100 forman parte de una colección cápsula que une la marca neoyorquina de skate con la firma japonesa de streetwear fundada por Hiroshi Fujiwara.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Low Supreme Goodenough,1499,,,
Jordan,Jordan Jumpman Jack TR Bright Cactus,,Jordan Jumpman Jack TR Bright Cactus FZ8117-102 presentan una parte superior que combina lona verde neón con capas de cuero abatanado en color hueso.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas",Air Jordan
,Jordan Jumpman Jack TR Bright Cactus,1499,,,
Jordan,Jordan 1 Retro Low Paris Saint-Germain,,"Jordan 1 Retro Low Paris Saint-Germain HF8828-100 presentan una parte superior de cuero en tonos vela con detalles negros en contraste en la capa superpuesta del antepié, los ojales y el Swoosh. Un degradado rosa adorna la puntera con hoyuelos, mientras que detalles infrarrojos adornan la etiqueta de la lengüeta ""Paris"" y las alas bordadas en la lengüeta trasera.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
